monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
1,1,0,1,0,0,0,20260525,20260528,876
1,1,0,1,0,0,0,20260608,20260622,398
1,1,0,1,1,0,0,20260608,20260622,787
1,1,0,1,1,0,1,20260614,20260621,881
1,1,0,1,1,1,0,20260608,20260613,985
1,1,0,1,1,1,0,20260615,20260622,991
1,1,0,1,1,1,1,20260523,20260529,907
1,1,0,1,1,1,1,20260523,20260622,302
1,1,0,1,1,1,1,20260525,20260611,506
1,1,0,1,1,1,1,20260614,20260621,282
1,1,1,0,0,0,0,20260524,20260610,439
1,1,1,0,0,0,0,20260525,20260527,294
1,1,1,0,0,0,0,20260526,20260610,114
1,1,1,0,0,0,0,20260601,20260603,543
1,1,1,0,0,0,0,20260601,20260613,563
1,1,1,0,0,0,0,20260602,20260609,347
1,1,1,0,0,0,0,20260602,20260611,454
1,1,1,0,0,0,0,20260602,20260612,369
1,1,1,0,0,0,0,20260603,20260617,854
1,1,1,0,0,0,0,20260608,20260610,34
1,1,1,0,0,0,0,20260608,20260610,894
1,1,1,0,0,0,0,20260608,20260617,866
1,1,1,0,0,0,0,20260615,20260617,159
1,1,1,0,0,0,0,20260615,20260622,475
1,1,1,0,0,0,1,20260523,20260527,759
1,1,1,0,0,0,1,20260524,20260527,104
1,1,1,0,0,0,1,20260524,20260603,80
1,1,1,0,0,0,1,20260531,20260603,297
1,1,1,0,0,0,1,20260607,20260610,177
1,1,1,0,0,0,1,20260614,20260617,193
1,1,1,0,0,0,1,20260614,20260622,462
1,1,1,0,0,0,1,20260615,20260621,450
1,1,1,0,0,1,0,20260523,20260527,619
1,1,1,0,0,1,0,20260530,20260603,386
1,1,1,0,0,1,0,20260601,20260606,363
1,1,1,0,0,1,1,20260523,20260527,318
1,1,1,0,0,1,1,20260524,20260610,603
1,1,1,0,0,1,1,20260530,20260603,339
1,1,1,0,1,0,0,20260525,20260529,233
1,1,1,0,1,0,0,20260601,20260605,111
1,1,1,0,1,0,0,20260601,20260605,705
1,1,1,0,1,0,0,20260601,20260608,738
1,1,1,0,1,0,0,20260602,20260608,571
1,1,1,0,1,0,0,20260602,20260611,800
1,1,1,0,1,0,0,20260602,20260612,862
1,1,1,0,1,0,0,20260602,20260613,410
1,1,1,0,1,0,0,20260603,20260612,751
1,1,1,0,1,0,0,20260608,20260612,546
1,1,1,0,1,0,1,20260602,20260611,416
1,1,1,0,1,0,1,20260614,20260621,582
1,1,1,0,1,0,1,20260614,20260622,249
1,1,1,0,1,0,1,20260619,20260622,728
1,1,1,0,1,1,0,20260601,20260613,815
1,1,1,0,1,1,0,20260608,20260613,442
1,1,1,0,1,1,0,20260609,20260613,348
1,1,1,0,1,1,0,20260615,20260622,57
1,1,1,0,1,1,1,20260523,20260613,362
1,1,1,0,1,1,1,20260523,20260622,142
1,1,1,0,1,1,1,20260525,20260608,214
1,1,1,0,1,1,1,20260529,20260603,900
1,1,1,0,1,1,1,20260530,20260607,960
1,1,1,0,1,1,1,20260609,20260620,724
1,1,1,0,1,1,1,20260614,20260622,755
1,1,1,1,0,0,0,20260524,20260622,273
1,1,1,1,0,0,0,20260525,20260528,194
1,1,1,1,0,0,0,20260525,20260611,647
1,1,1,1,0,0,0,20260525,20260622,326
1,1,1,1,0,0,0,20260525,20260622,732
1,1,1,1,0,0,0,20260525,20260622,772
1,1,1,1,0,0,0,20260526,20260608,645
1,1,1,1,0,0,0,20260526,20260622,152
1,1,1,1,0,0,0,20260526,20260622,18
1,1,1,1,0,0,0,20260526,20260622,74
1,1,1,1,0,0,0,20260527,20260622,641
1,1,1,1,0,0,0,20260528,20260622,562
1,1,1,1,0,0,0,20260601,20260604,155
1,1,1,1,0,0,0,20260601,20260611,451
1,1,1,1,0,0,0,20260602,20260622,591
1,1,1,1,0,0,0,20260604,20260610,379
1,1,1,1,0,0,0,20260608,20260611,407
1,1,1,1,0,0,0,20260608,20260622,858
1,1,1,1,0,0,0,20260608,20260622,89
1,1,1,1,0,0,0,20260609,20260611,837
1,1,1,1,0,0,0,20260609,20260618,59
1,1,1,1,0,0,0,20260609,20260622,300
1,1,1,1,0,0,0,20260609,20260622,656
1,1,1,1,0,0,0,20260614,20260622,443
1,1,1,1,0,0,0,20260615,20260618,825
1,1,1,1,0,0,0,20260615,20260622,133
1,1,1,1,0,0,0,20260616,20260622,36
1,1,1,1,0,0,1,20260523,20260528,564
1,1,1,1,0,0,1,20260523,20260619,654
1,1,1,1,0,0,1,20260524,20260528,946
1,1,1,1,0,0,1,20260524,20260622,721
1,1,1,1,0,0,1,20260526,20260622,11
1,1,1,1,0,0,1,20260605,20260611,693
1,1,1,1,0,0,1,20260607,20260611,534
1,1,1,1,0,0,1,20260608,20260611,722
1,1,1,1,0,0,1,20260614,20260618,904
1,1,1,1,0,0,1,20260614,20260621,725
1,1,1,1,0,0,1,20260614,20260622,353
1,1,1,1,0,0,1,20260615,20260622,181
1,1,1,1,0,0,1,20260618,20260622,923
1,1,1,1,0,1,0,20260602,20260610,878
1,1,1,1,0,1,0,20260608,20260622,399
1,1,1,1,0,1,0,20260615,20260622,219
1,1,1,1,0,1,1,20260523,20260528,92
1,1,1,1,0,1,1,20260523,20260613,352
1,1,1,1,0,1,1,20260523,20260613,733
1,1,1,1,0,1,1,20260601,20260608,445
1,1,1,1,0,1,1,20260602,20260610,492
1,1,1,1,0,1,1,20260614,20260620,295
1,1,1,1,0,1,1,20260614,20260621,927
1,1,1,1,0,1,1,20260614,20260622,650
1,1,1,1,0,1,1,20260615,20260622,374
1,1,1,1,1,0,0,20260523,20260612,102
1,1,1,1,1,0,0,20260523,20260613,417
1,1,1,1,1,0,0,20260525,20260529,107
1,1,1,1,1,0,0,20260525,20260531,879
1,1,1,1,1,0,0,20260525,20260612,380
1,1,1,1,1,0,0,20260525,20260612,813
1,1,1,1,1,0,0,20260525,20260612,856
1,1,1,1,1,0,0,20260525,20260622,328
1,1,1,1,1,0,0,20260525,20260622,783
1,1,1,1,1,0,0,20260526,20260602,31
1,1,1,1,1,0,0,20260526,20260611,116
1,1,1,1,1,0,0,20260526,20260612,122
1,1,1,1,1,0,0,20260526,20260612,303
1,1,1,1,1,0,0,20260526,20260612,978
1,1,1,1,1,0,0,20260526,20260613,285
1,1,1,1,1,0,0,20260526,20260619,261
1,1,1,1,1,0,0,20260526,20260619,936
1,1,1,1,1,0,0,20260526,20260622,1002
1,1,1,1,1,0,0,20260526,20260622,151
1,1,1,1,1,0,0,20260526,20260622,253
1,1,1,1,1,0,0,20260526,20260622,310
1,1,1,1,1,0,0,20260526,20260622,331
1,1,1,1,1,0,0,20260526,20260622,621
1,1,1,1,1,0,0,20260526,20260622,726
1,1,1,1,1,0,0,20260526,20260622,760
1,1,1,1,1,0,0,20260526,20260622,86
1,1,1,1,1,0,0,20260527,20260622,999
1,1,1,1,1,0,0,20260528,20260622,280
1,1,1,1,1,0,0,20260601,20260605,134
1,1,1,1,1,0,0,20260601,20260608,517
1,1,1,1,1,0,0,20260601,20260612,237
1,1,1,1,1,0,0,20260601,20260613,597
1,1,1,1,1,0,0,20260601,20260622,583
1,1,1,1,1,0,0,20260602,20260613,699
1,1,1,1,1,0,0,20260602,20260622,283
1,1,1,1,1,0,0,20260603,20260622,658
1,1,1,1,1,0,0,20260603,20260622,969
1,1,1,1,1,0,0,20260605,20260612,438
1,1,1,1,1,0,0,20260605,20260618,711
1,1,1,1,1,0,0,20260605,20260619,131
1,1,1,1,1,0,0,20260608,20260612,154
1,1,1,1,1,0,0,20260608,20260619,429
1,1,1,1,1,0,0,20260608,20260622,108
1,1,1,1,1,0,0,20260608,20260622,149
1,1,1,1,1,0,0,20260608,20260622,465
1,1,1,1,1,0,0,20260608,20260622,920
1,1,1,1,1,0,0,20260609,20260612,200
1,1,1,1,1,0,0,20260609,20260622,46
1,1,1,1,1,0,0,20260609,20260622,698
1,1,1,1,1,0,0,20260609,20260622,713
1,1,1,1,1,0,0,20260609,20260622,833
1,1,1,1,1,0,0,20260609,20260622,982
1,1,1,1,1,0,0,20260610,20260622,39
1,1,1,1,1,0,0,20260611,20260622,3
1,1,1,1,1,0,0,20260612,20260622,810
1,1,1,1,1,0,0,20260613,20260622,100
1,1,1,1,1,0,0,20260614,20260622,723
1,1,1,1,1,0,0,20260615,20260619,69
1,1,1,1,1,0,0,20260615,20260622,773
1,1,1,1,1,0,0,20260615,20260622,901
1,1,1,1,1,0,0,20260615,20260622,949
1,1,1,1,1,0,0,20260616,20260622,54
1,1,1,1,1,0,0,20260616,20260622,928
1,1,1,1,1,0,0,20260618,20260622,817
1,1,1,1,1,0,0,20260618,20260622,972
1,1,1,1,1,0,0,20260619,20260622,198
1,1,1,1,1,0,0,20260619,20260622,910
1,1,1,1,1,0,1,20260523,20260529,308
1,1,1,1,1,0,1,20260523,20260529,488
1,1,1,1,1,0,1,20260523,20260602,867
1,1,1,1,1,0,1,20260523,20260611,689
1,1,1,1,1,0,1,20260524,20260529,143
1,1,1,1,1,0,1,20260524,20260612,498
1,1,1,1,1,0,1,20260524,20260612,90
1,1,1,1,1,0,1,20260524,20260622,201
1,1,1,1,1,0,1,20260524,20260622,265
1,1,1,1,1,0,1,20260524,20260622,286
1,1,1,1,1,0,1,20260525,20260611,667
1,1,1,1,1,0,1,20260525,20260612,391
1,1,1,1,1,0,1,20260525,20260619,678
1,1,1,1,1,0,1,20260525,20260622,589
1,1,1,1,1,0,1,20260525,20260622,609
1,1,1,1,1,0,1,20260525,20260622,796
1,1,1,1,1,0,1,20260525,20260622,814
1,1,1,1,1,0,1,20260525,20260622,890
1,1,1,1,1,0,1,20260526,20260612,112
1,1,1,1,1,0,1,20260526,20260622,905
1,1,1,1,1,0,1,20260601,20260608,329
1,1,1,1,1,0,1,20260602,20260612,485
1,1,1,1,1,0,1,20260603,20260622,428
1,1,1,1,1,0,1,20260605,20260611,393
1,1,1,1,1,0,1,20260607,20260612,604
1,1,1,1,1,0,1,20260608,20260622,707
1,1,1,1,1,0,1,20260609,20260622,118
1,1,1,1,1,0,1,20260613,20260622,670
1,1,1,1,1,0,1,20260614,20260619,674
1,1,1,1,1,0,1,20260614,20260621,997
1,1,1,1,1,0,1,20260614,20260622,875
1,1,1,1,1,0,1,20260615,20260622,888
1,1,1,1,1,0,1,20260616,20260622,655
1,1,1,1,1,0,1,20260619,20260622,897
1,1,1,1,1,1,0,20260523,20260529,831
1,1,1,1,1,1,0,20260523,20260610,137
1,1,1,1,1,1,0,20260523,20260613,313
1,1,1,1,1,1,0,20260523,20260613,636
1,1,1,1,1,1,0,20260523,20260613,643
1,1,1,1,1,1,0,20260523,20260613,684
1,1,1,1,1,1,0,20260523,20260613,826
1,1,1,1,1,1,0,20260523,20260622,243
1,1,1,1,1,1,0,20260523,20260622,366
1,1,1,1,1,1,0,20260523,20260622,419
1,1,1,1,1,1,0,20260523,20260622,441
1,1,1,1,1,1,0,20260523,20260622,532
1,1,1,1,1,1,0,20260523,20260622,871
1,1,1,1,1,1,0,20260523,20260622,954
1,1,1,1,1,1,0,20260525,20260531,387
1,1,1,1,1,1,0,20260525,20260531,668
1,1,1,1,1,1,0,20260525,20260613,765
1,1,1,1,1,1,0,20260525,20260622,61
1,1,1,1,1,1,0,20260526,20260613,98
1,1,1,1,1,1,0,20260526,20260613,996
1,1,1,1,1,1,0,20260526,20260622,291
1,1,1,1,1,1,0,20260526,20260622,50
1,1,1,1,1,1,0,20260526,20260622,587
1,1,1,1,1,1,0,20260526,20260622,891
1,1,1,1,1,1,0,20260530,20260605,966
1,1,1,1,1,1,0,20260530,20260606,255
1,1,1,1,1,1,0,20260601,20260606,892
1,1,1,1,1,1,0,20260605,20260611,466
1,1,1,1,1,1,0,20260606,20260622,816
1,1,1,1,1,1,0,20260608,20260613,478
1,1,1,1,1,1,0,20260608,20260613,565
1,1,1,1,1,1,0,20260608,20260613,77
1,1,1,1,1,1,0,20260608,20260620,190
1,1,1,1,1,1,0,20260608,20260622,164
1,1,1,1,1,1,0,20260609,20260613,696
1,1,1,1,1,1,0,20260609,20260613,947
1,1,1,1,1,1,0,20260610,20260613,802
1,1,1,1,1,1,0,20260615,20260620,736
1,1,1,1,1,1,0,20260615,20260622,349
1,1,1,1,1,1,0,20260616,20260622,210
1,1,1,1,1,1,0,20260618,20260622,700
1,1,1,1,1,1,0,20260619,20260620,319
1,1,1,1,1,1,1,20260523,20260529,592
1,1,1,1,1,1,1,20260523,20260530,659
1,1,1,1,1,1,1,20260523,20260531,632
1,1,1,1,1,1,1,20260523,20260601,750
1,1,1,1,1,1,1,20260523,20260604,708
1,1,1,1,1,1,1,20260523,20260605,376
1,1,1,1,1,1,1,20260523,20260606,774
1,1,1,1,1,1,1,20260523,20260607,941
1,1,1,1,1,1,1,20260523,20260608,184
1,1,1,1,1,1,1,20260523,20260611,576
1,1,1,1,1,1,1,20260523,20260611,799
1,1,1,1,1,1,1,20260523,20260611,922
1,1,1,1,1,1,1,20260523,20260612,220
1,1,1,1,1,1,1,20260523,20260612,436
1,1,1,1,1,1,1,20260523,20260612,459
1,1,1,1,1,1,1,20260523,20260612,463
1,1,1,1,1,1,1,20260523,20260612,577
1,1,1,1,1,1,1,20260523,20260612,598
1,1,1,1,1,1,1,20260523,20260613,125
1,1,1,1,1,1,1,20260523,20260613,129
1,1,1,1,1,1,1,20260523,20260613,156
1,1,1,1,1,1,1,20260523,20260613,30
1,1,1,1,1,1,1,20260523,20260613,332
1,1,1,1,1,1,1,20260523,20260613,390
1,1,1,1,1,1,1,20260523,20260613,4
1,1,1,1,1,1,1,20260523,20260613,557
1,1,1,1,1,1,1,20260523,20260613,606
1,1,1,1,1,1,1,20260523,20260613,839
1,1,1,1,1,1,1,20260523,20260613,945
1,1,1,1,1,1,1,20260523,20260613,975
1,1,1,1,1,1,1,20260523,20260620,70
1,1,1,1,1,1,1,20260523,20260620,844
1,1,1,1,1,1,1,20260523,20260622,115
1,1,1,1,1,1,1,20260523,20260622,117
1,1,1,1,1,1,1,20260523,20260622,225
1,1,1,1,1,1,1,20260523,20260622,269
1,1,1,1,1,1,1,20260523,20260622,314
1,1,1,1,1,1,1,20260523,20260622,315
1,1,1,1,1,1,1,20260523,20260622,354
1,1,1,1,1,1,1,20260523,20260622,382
1,1,1,1,1,1,1,20260523,20260622,394
1,1,1,1,1,1,1,20260523,20260622,474
1,1,1,1,1,1,1,20260523,20260622,476
1,1,1,1,1,1,1,20260523,20260622,531
1,1,1,1,1,1,1,20260523,20260622,542
1,1,1,1,1,1,1,20260523,20260622,58
1,1,1,1,1,1,1,20260523,20260622,594
1,1,1,1,1,1,1,20260523,20260622,595
1,1,1,1,1,1,1,20260523,20260622,605
1,1,1,1,1,1,1,20260523,20260622,616
1,1,1,1,1,1,1,20260523,20260622,620
1,1,1,1,1,1,1,20260523,20260622,629
1,1,1,1,1,1,1,20260523,20260622,639
1,1,1,1,1,1,1,20260523,20260622,727
1,1,1,1,1,1,1,20260523,20260622,778
1,1,1,1,1,1,1,20260523,20260622,827
1,1,1,1,1,1,1,20260523,20260622,84
1,1,1,1,1,1,1,20260523,20260622,870
1,1,1,1,1,1,1,20260523,20260622,915
1,1,1,1,1,1,1,20260524,20260530,93
1,1,1,1,1,1,1,20260524,20260606,172
1,1,1,1,1,1,1,20260524,20260612,103
1,1,1,1,1,1,1,20260524,20260613,1005
1,1,1,1,1,1,1,20260524,20260622,578
1,1,1,1,1,1,1,20260525,20260531,13
1,1,1,1,1,1,1,20260525,20260607,916
1,1,1,1,1,1,1,20260525,20260608,344
1,1,1,1,1,1,1,20260525,20260611,346
1,1,1,1,1,1,1,20260525,20260611,767
1,1,1,1,1,1,1,20260525,20260613,401
1,1,1,1,1,1,1,20260525,20260613,491
1,1,1,1,1,1,1,20260525,20260620,289
1,1,1,1,1,1,1,20260525,20260620,361
1,1,1,1,1,1,1,20260525,20260621,460
1,1,1,1,1,1,1,20260525,20260622,651
1,1,1,1,1,1,1,20260525,20260622,72
1,1,1,1,1,1,1,20260525,20260622,784
1,1,1,1,1,1,1,20260525,20260622,956
1,1,1,1,1,1,1,20260526,20260604,10
1,1,1,1,1,1,1,20260526,20260613,528
1,1,1,1,1,1,1,20260526,20260622,515
1,1,1,1,1,1,1,20260526,20260622,675
1,1,1,1,1,1,1,20260529,20260622,804
1,1,1,1,1,1,1,20260530,20260607,121
1,1,1,1,1,1,1,20260530,20260622,48
1,1,1,1,1,1,1,20260530,20260622,944
1,1,1,1,1,1,1,20260531,20260606,342
1,1,1,1,1,1,1,20260531,20260608,929
1,1,1,1,1,1,1,20260531,20260613,296
1,1,1,1,1,1,1,20260601,20260607,96
1,1,1,1,1,1,1,20260601,20260608,309
1,1,1,1,1,1,1,20260601,20260620,8
1,1,1,1,1,1,1,20260601,20260622,113
1,1,1,1,1,1,1,20260601,20260622,719
1,1,1,1,1,1,1,20260601,20260622,818
1,1,1,1,1,1,1,20260602,20260622,266
1,1,1,1,1,1,1,20260602,20260622,579
1,1,1,1,1,1,1,20260603,20260613,497
1,1,1,1,1,1,1,20260603,20260622,551
1,1,1,1,1,1,1,20260603,20260622,65
1,1,1,1,1,1,1,20260604,20260611,652
1,1,1,1,1,1,1,20260605,20260611,146
1,1,1,1,1,1,1,20260605,20260612,320
1,1,1,1,1,1,1,20260605,20260613,230
1,1,1,1,1,1,1,20260606,20260612,932
1,1,1,1,1,1,1,20260606,20260613,739
1,1,1,1,1,1,1,20260606,20260622,6
1,1,1,1,1,1,1,20260607,20260613,242
1,1,1,1,1,1,1,20260608,20260622,581
1,1,1,1,1,1,1,20260609,20260620,127
1,1,1,1,1,1,1,20260609,20260622,1004
1,1,1,1,1,1,1,20260609,20260622,40
1,1,1,1,1,1,1,20260613,20260620,792
1,1,1,1,1,1,1,20260613,20260621,47
1,1,1,1,1,1,1,20260613,20260622,426
1,1,1,1,1,1,1,20260613,20260622,740
1,1,1,1,1,1,1,20260614,20260620,185
1,1,1,1,1,1,1,20260614,20260621,704
1,1,1,1,1,1,1,20260614,20260622,170
1,1,1,1,1,1,1,20260615,20260621,547
1,1,1,1,1,1,1,20260615,20260622,570
1,1,1,1,1,1,1,20260618,20260622,196
